ship	leg	departure	arrival	startx	starty	destinationx	destinationy
173	1	1752	1752	950	-300	954	587
174	1	1752	1752	950	-350	954	587
175	1	1752	1752	950	-400	954	587
176	1	1753	1753	950	-100	954	587
177	1	1753	1753	950	-150	954	587
178	1	1753	1753	950	-200	954	587
179	1	1753	1753	950	-250	954	587
180	1	1753	1753	950	-300	954	587
181	1	1753	1753	950	-350	954	587
182	1	1754	1754	950	-100	954	587
183	1	1754	1754	950	-150	954	587
184	1	1754	1754	950	-200	954	587
185	1	1754	1754	950	-250	954	587
186	1	1754	1754	950	-300	954	587
187	1	1754	1754	950	-350	954	587
188	1	1754	1754	950	-400	954	587
189	1	1754	1754	950	-450	954	587
190	1	1754	1754	950	-500	954	587
191	1	1754	1754	950	-550	954	587
192	1	1754	1754	950	-600	954	587
193	1	1754	1754	950	-650	954	587
194	1	1754	1754	950	-700	954	587
195	1	1754	1754	950	-750	954	587
196	1	1754	1754	950	-800	954	587
197	1	1754	1754	950	-850	954	587
198	1	1754	1754	950	-900	954	587
199	1	1755	1755	950	-100	954	587
200	1	1755	1755	950	-150	954	587
201	1	1755	1755	950	-200	954	587
202	1	1755	1755	950	-250	954	587
203	1	1755	1755	950	-300	954	587
204	1	1755	1755	950	-350	954	587
205	1	1755	1755	950	-400	954	587
206	1	1755	1755	950	-450	954	587
207	1	1755	1755	950	-500	954	587
208	1	1755	1755	950	-550	954	587
209	1	1756	1756	950	-100	954	587
210	1	1756	1756	950	-150	954	587
211	1	1756	1756	950	-200	954	587
212	1	1756	1756	950	-250	954	587
213	1	1756	1756	950	-300	954	587
214	1	1756	1756	950	-350	954	587
215	1	1756	1756	950	-400	954	587
216	1	1756	1756	950	-450	954	587
217	1	1756	1756	950	-500	954	587
218	1	1756	1756	950	-550	954	587
219	1	1756	1756	950	-600	954	587
220	1	1756	1756	950	-650	954	587
221	1	1756	1756	950	-700	954	587
